Temperature,HeatIndex,WindSpeed,CloudCover,RelativeHumidity,Maximum Temperature,Minimum Temperature,Wind Direction,AQI
28.5,39.2,24.9,60.3,80.05,33,25.2,258,0
28.4,39.6,27.1,64.3,82.7,33.5,25.6,259.57,0
29.2,39.7,28.3,55.8,77.9,33.4,26,245.67,0
29.7,41.1,18.9,58.7,76.83,33.4,26.9,250,0
27.9,42.9,25.3,67.2,87.3,33.6,24.7,253.86,0
29.4,41.9,20.5,64.5,80.82,34,25.4,279.46,0
26,37.7,22.7,88.8,96.9,29,23.1,220.48,0
27,39.1,27.1,84.7,89.47,32,24,190.6,0
28.5,39.2,23.4,71.8,80.41,33,24,267.04,0
28.3,40,18.4,57.3,83.31,32.6,24.4,278.67,0
27.7,41.3,14.1,66.8,88.69,32,24.5,262.83,0
26.1,39.1,18.6,74.4,93.33,31,24,172.91,0
27.4,39.7,24.2,66.9,86.47,32.6,24,169.61,0
28.7,40,17.1,53.4,82.14,33,25,247.86,0
28.2,39.2,16.2,58.8,85.43,31.6,25.4,240.88,0
26.9,38.2,22.8,80.3,91.54,30,24.4,227.52,0
26.6,40.6,24.2,74.5,91.08,32,23,199.62,0
26.9,38.6,16.7,75.2,90.44,31.4,25,254.92,0
27.1,39.7,22,85.7,92.03,31.4,25.4,244.04,0
26.8,38.1,32.6,64.9,92.25,30.4,26,239.96,0
26.4,35.5,29.5,80.4,92.01,29,25,237.92,0
27.6,39.1,25.9,69.3,85.77,32,25,237.08,0
27.9,42.8,13.3,68.4,84.69,34,25,225.13,0
27.2,42.5,16.8,78.2,89.38,32.1,24.9,198.13,0
28.1,41.2,15.1,71.1,85.56,33,25,129.48,0
27.6,40,20.1,77,88.36,31.6,25,134.83,0
26.1,40,11.9,77,95.84,31,25,146,0
26.1,41.3,13.1,81.5,94.65,31.4,24,112.59,0
27.9,41.5,14.8,67.9,83.56,33,24,218.58,0
28.4,41.9,21.3,59.5,84.1,34,24,201.79,0
29.3,41.6,13.7,49,84.14,32.7,27,242.62,0
28.2,41.6,15.4,65.3,91.21,31.4,27,214.09,0
28.4,41.6,18.9,68.7,86.87,32.7,25,165.09,0
28.4,38.9,11.1,64.8,84.32,32,25.9,201.57,0
28.4,41.8,13.3,62.4,85.02,32.8,26,172.39,0
27,40.3,11.5,80.7,91.55,31.9,24,240.29,0
26.9,39.8,18.4,77.7,87.39,32.6,23.4,197.05,0
26.4,38.4,23.1,67.2,92.16,32,24,118.86,0
27.1,39.2,13.4,74.1,90.34,31.5,25,98.33,0
27.6,39,24.3,64.6,85.68,32.8,25,132.45,0
27.8,40,11.2,61.3,85.48,32.6,25,144.35,0
28.5,40.6,14.6,65.2,80.97,33,25,158.9,0
29.3,39,14.4,60,70.91,34.6,25,90.17,0
29.5,40.2,15.5,47.6,75.53,34,26,144.13,0
28.5,40.9,20,62.9,81.91,33,24,170.39,0
29.3,40.4,13.7,49.8,76.93,34,26,126.05,0
28.6,41.5,16.9,59.7,84.4,33,25,260.16,0
28.4,40,19.2,51.5,84.47,32,26,208.24,0
28.4,40.6,19.1,56.3,82.97,33,25.4,115.22,0
29.2,41.2,14.8,56.3,79.73,32.6,26.9,150.67,0
27.9,40.6,27.3,56.3,86.36,33.4,25.8,202.74,0
27.9,40.3,20.7,68.9,85.41,33.2,24.5,188.37,0
28.4,39.5,16.6,44.6,80.06,32.6,24,122.18,0
29.2,41.5,18.4,53.7,78.59,33.6,25.4,145.82,0
29.7,40.6,13.7,52.6,75.74,33.6,25.5,199.32,0
29.9,39.6,14.1,35.3,71.56,35,25.4,129.3,0
29,39.3,13.3,47.9,77.96,33.8,25.4,220.44,0
28,34.9,10.1,45.2,68.67,32,23,172.19,0
27.8,33.2,14.1,35,57.7,33,22,109.75,0
27.9,36.4,13.7,47.6,69.39,32.5,23,204.73,0
28.3,37.7,12,61,77.79,32.4,25,247.67,1
28.7,38.8,16.2,66.9,78.99,33.6,25,208.32,0
28.6,38.9,14.4,54.1,78.51,34,24,189.73,0
29.1,40.6,10.4,59,81.01,33.4,26,232,0
29.8,39.1,11.2,56.5,72.3,35,25,141.16,1
26.4,33.8,18.9,84.7,88.62,28.6,25,77.79,0
28.8,39.2,21.6,48.5,74.08,33,25,85.32,0
29,37.7,18.4,42.8,72.19,33.6,25,96.08,0
29.7,37.3,17.1,49.4,68.21,34,25,106.08,0
29.6,38,15.8,50.3,71.45,34.5,25,106.09,0
28,38.9,17.4,55.3,82.73,32.8,26,137.91,0
28.2,39.5,16.3,60.9,84.51,33.3,25.6,151.09,0
28.6,37.3,16,62.4,77.34,33,25,128.95,0
29.2,37.7,17.3,39.2,71.95,34,24.7,107.24,0
28.2,38.4,19.6,56.5,81.95,33,25,116.85,0
27.6,37.9,14.7,61.7,82.53,32,25,135.75,0
27.2,33.6,18.9,71.3,78.42,30,25,218.57,0
27.9,36.5,20.6,67.3,80.22,31,24.5,90.91,0
29,37,15.8,54.4,73.78,33,25,112.17,0
28.8,38.4,15.8,43.1,75.29,34.4,25,145.7,1
28.8,36.1,15.5,41.7,72.14,33,24,216.82,0
28.6,34.8,28.1,73.9,70.7,32.5,25,182.21,0
26.8,32.3,25.6,93.8,77.24,28.5,25.1,343.33,0
24.3,,35.7,100,92.72,26,23,328.63,0
24.6,,20.5,95.6,93.6,26,23,190.04,0
27.9,37.3,16.6,60.4,81.71,32,24.4,131.83,0
27,36.1,10.4,59.3,87.92,30.6,24.1,221.6,0
28.7,37.2,14,61,76.37,32.8,25,147.9,0
28.9,38.3,12.6,56.4,74.98,33,25,150.37,0
29.3,38.3,15.8,50.1,73.91,33.6,25.4,94.48,0
28.9,37,13.6,53.8,73.02,33.4,24.4,96.71,0
28.8,36.3,15.8,55.4,74.88,32,25,137.1,0
29,40.4,16.2,54.9,76.67,33.6,25,89.5,0
29,37.4,15.1,38.9,70.07,34,24,97.09,0
29.5,38.9,16.2,48,74.27,34,25.4,182,0
28.9,38.3,11.5,72.2,77.22,32.4,26,158,0
29.5,35.7,15.4,53.7,67.3,33,26.4,92.13,0
28.7,37.4,14.1,59.5,76.24,33.5,25,117.27,0
28.8,37.4,20.3,54.3,73.77,33,25,100.57,0
27.7,38.1,15.8,71.9,83.43,31.6,24.4,100.38,0
28,38.2,9.4,51.4,80.65,32.1,23.6,192.45,0
28.2,35.9,13.4,71.7,74.72,31,25,96.1,0
28,34,15.8,64,70.51,32,24,67.3,0
28,38.6,13.3,60.8,75.94,33.4,25,97.35,0
28.5,38.7,11.6,57.1,73.5,33,24,54.24,0
27.9,35.5,14,67.4,74.46,31.5,24,237.06,0
27.9,36.8,14.8,54.3,79.41,32,24,240.5,0
28,37.3,12.6,57.2,81.76,32,25,237.83,0
27.9,35.3,12.9,59.7,81.1,31.6,25,262.37,0
27.4,36.4,16.2,53.6,80.89,32.4,25,164.1,1
27.8,37.1,13,65.5,84.73,32.2,25,240,0
27.4,37.6,14.4,62.4,87.97,30.6,25,258.27,0
27,37.3,14.8,79.8,86.03,31,23,188.72,0
26.1,32.8,12,76.1,92.48,28.1,24.4,284.5,0
26.5,35.9,16.1,59.7,85.15,32.4,24,144,0
27.3,35.5,14.4,76.7,78.49,31,24,87.31,0
26.1,29.6,21.1,59.8,64.9,28,24,182.21,0
24.7,,16.2,61.5,79.7,25.4,24,42.25,0
27.1,34.1,23.1,58.6,72.88,30.6,23.4,71.18,0
29.3,37.9,29.5,43.4,65.28,34,25.5,92.21,0
29.1,35.4,25.5,32.3,63.36,33.6,25,109.42,0
28.8,37.3,19.6,29.6,68.81,34,24,105.09,1
28.8,34.7,15.8,15.2,61.05,34.6,23.6,90,0
27.5,33.5,17.7,43.2,68.05,31.4,23.1,114.78,1
28.3,35.2,15.8,34.8,64.86,34,23,144.39,0
28.8,35.7,20.1,42,62.52,33.4,24.6,94,0
28.6,35,14.4,41.7,62.28,33.4,24,100.22,0
28.8,36.4,13.3,50.6,66.31,33,25.4,112.85,1
28.8,36.5,12.6,49.6,68.49,34,24,136.25,1
28.2,35.6,14.1,32.6,66.15,32.6,23.5,178.53,0
27.7,34.5,15.1,51.8,75.68,31.9,25,234.04,0
28.8,35.8,13.4,40.6,67.82,33.4,25.6,142.5,0
28.1,36,14.4,50.9,74.1,33.6,24.4,119.67,0
27.9,33.9,16.2,33.9,61.44,33.6,23,100.46,0
27.8,34,14.4,32.8,63.01,33.4,22,160.77,0
27.9,35.4,16.6,45.3,69.23,32.4,24,190.77,0
28.1,35.9,16.6,42.3,70.72,33.6,24.4,198.78,0
27.5,34.9,15.5,44.9,70.77,33,23,161.59,0
26.5,32.2,17.6,35.3,64.8,32,22,174.1,0
26.6,31.1,14.8,30,56.13,32.6,20.6,150.09,0
26.6,31.6,13.4,25.5,61.39,32.6,21,157.36,0
26.9,33,13,25.9,66.09,33,22,163.96,0
27,33.5,14.8,30.9,61.66,33,22.4,141.38,0
27.1,33.4,16.6,26.8,67.08,32.6,23,190.95,0
27.5,33.9,15.8,27,64.93,32.9,23,100.67,0
28.9,35.5,18.4,16.3,56.15,35.2,25,86.17,0
28.1,33.9,15.5,39.5,54.43,33.6,23,133.29,0
27.7,34.1,14,48.8,66.98,33.1,23,148.55,0
28.3,35.3,16.6,48,60.2,33.6,25.4,138.05,0
28.6,35.6,17.3,33.9,60.26,33.5,25.9,138.95,0
28.4,36,19.6,35.8,67.94,33,25,126.63,0
28.3,35.6,19.9,52,62.7,33.3,25.9,130.87,0
28.3,36.3,19.9,47.6,66.23,33.6,25,141.96,0
28.2,36.7,18.9,46.6,73.09,33.2,25,147.35,0
28,37.5,18.4,38.2,76.77,33.4,25,147.7,0
27.4,36.5,18.4,57.7,78.12,32.2,24.9,161.2,0
28.3,35.6,22.3,23.4,62.7,34,24.6,136.46,0
28.6,35.9,25.2,34.2,60.22,35,21.6,115,1
29.6,36.3,23.1,38.4,55.14,35.6,26.1,115.41,0
28.6,35.7,19.6,31.3,53.6,34.8,24,101.52,0
28.7,34.9,22,28.1,56.42,34.6,23,111.25,0
29,33.7,24.1,27.2,50.17,35,24.9,112.83,1
28.7,36,18.2,32.7,62.31,34.6,23,117,1
28.5,35.4,18.4,41.3,69.7,33.4,25,144.74,1
28.4,35.8,21.6,55.7,74.92,33.1,25,143.63,0
28.6,37,22,47.7,73.33,33,25,144.43,0
28.9,37,18.9,44.4,70.29,34,25,131.08,0
29.2,38.8,20.5,37.7,71.25,33.9,26,134.46,0
28.4,37.9,19.9,58,72.85,32,26,141.46,0
28.3,36.1,20.7,43.5,66.6,33,26,132.54,1
28.2,37.2,21.3,29.6,66.74,33.6,25.5,146.17,0
28.7,37,23.4,29.2,65.23,34.2,26,128.42,0
29,35.7,17.8,40,59.01,34.6,25.9,121.13,1
29,35.7,20,20,58.34,35,24.4,115.08,1
28.8,35.1,19.9,26.6,61.14,34,25.9,131.33,1
28.5,35.7,21.3,40.1,64.77,34,25,136.88,1
28.1,34.4,20.1,45.5,62.31,32.8,25,133.54,1
27.6,34.1,17.1,41,67.11,32,23,145.43,1
27.6,34.9,17.6,39.8,70.94,32,24.9,153.65,1
28,34.7,17.3,28.4,66.6,33.6,24.4,150.33,1
28.5,36.4,17.6,35.9,71.27,34.6,23.6,161.52,1
28.4,38.1,19.5,32.1,74.51,33.4,25,168.65,1
28.8,36.1,17.6,38.1,71.52,34,25.9,149.52,1
29.3,37.3,18.4,37.4,69.44,34,25.9,153.33,1
29.5,37.7,18.2,40.7,69.89,35,26,167.65,1
29.7,40.4,19.2,50.8,73.43,35.6,25.9,203.57,1
29.3,38.9,18.5,48.3,75.06,34,26.9,182.92,0
29.9,39.8,18.4,42.2,72.08,35.4,26.9,147.78,0
29.3,37.7,18.9,57.2,69.56,33.6,27,146.13,1
29.8,37.8,18.4,31.1,68.2,36,26,136.48,1
30,37.4,18.4,41.8,66.3,35,26.8,135.2,1
30.4,38.6,16.6,36,65.78,36,26,116.41,1
30.5,38.4,19.5,35.2,58.05,36.6,26,132.63,1
30.1,37.6,20.5,43.9,62.8,34.8,27.3,142.92,1
29.6,38.7,18.9,48.5,69.2,34,27,141.04,1
29.7,39.9,18.4,47.8,72.04,34.4,26.9,148.79,1
30.2,39.4,15.5,54.3,71.73,34.6,27,178.08,1
30.1,40,20.5,46,73.54,33.6,27.9,146.58,1
30.8,36.9,23.5,43.1,55.58,36.6,26,113.67,1
30.5,36.9,19.6,32.1,56.07,35.6,27,123.09,1
30,40.6,22.3,31.5,70.59,34.6,26.6,145.13,1
30.1,38.3,14.8,58,70.47,34.6,26.9,171.92,1
30.6,40.2,22.3,57.1,71.66,36,27,184.4,1
30.1,39.2,17.3,52.2,71.13,33.8,27.9,146.42,1
29.7,39.3,28.7,46.1,72.06,34.8,27,127.25,1
30,36.9,19.6,29.8,62.42,35.4,25.9,124,1
30,38.7,18.2,49,71.53,34,27.6,135.33,0
29,37.8,15.7,56.4,75.55,32.1,27,132.04,0
29.3,37.4,16.7,53.4,69.68,33.4,25,147.09,0
30.1,39.5,18.3,51,67.32,34.6,27,140.73,0
30.3,39.9,18.5,52.2,70.93,34.4,27,140.46,0
30.1,40.6,18.4,51.6,70.72,34,27.9,145.17,0
30.4,41.3,18.2,55.2,70.02,35.4,27,145.54,0
30.7,39.7,16.9,53.5,70.44,35,27.8,143.55,0
30.7,41.1,16.9,50.4,71.95,35,28.4,165.91,0
30.9,40.6,17.6,43.4,69.57,35,27,175.9,1
31,40.6,20.7,43.6,70.44,35.8,28,157.08,1
31,43.8,19.6,45.2,71.2,36,27.9,164.09,0
31.4,40.3,21.3,42.5,66.95,36.4,27.9,163.29,0
31.3,41.9,17.6,54,71.63,36,28,155.83,0
30.8,42,17.7,57.7,75.6,35.2,26,175.8,0
31,44.8,17.6,58.1,75.27,35.4,28.5,169.3,0
31.5,40.3,14,35.4,60.97,36.3,28.4,177.5,0
30.8,42.6,20,57.8,71.56,34.6,28.9,180.79,0
31.1,40.1,16.6,42.4,68.02,34.8,29,165.58,0
31.5,40.9,19.6,42,65.54,35.9,28.4,144.75,0
31.8,42.9,17.6,44.9,67.84,37.2,28.6,135.63,1
31.6,43.2,19.6,40.4,69.21,36,29,143.68,1
31.4,43.2,20.5,52.5,69.85,35.6,29,147.58,1
31,40.6,19.2,50.7,66.55,35,28,145.42,1
31.4,42.9,22.7,51.7,70.69,36.4,27.6,137.04,0
28,40.6,24.5,56.9,86.62,32.6,24.8,166.75,0
30,41.9,17.3,50,76.2,35.2,25.4,140.73,0
31.5,40.3,20,54.9,64.87,35.6,28,175.7,0
31.6,42,20.4,50,66.95,37,28,240.73,0
30,43.3,19.6,48.4,77.24,35,25.4,165.17,0
29.3,41.1,14.7,54.5,79.77,35.2,25,200.81,0
31,43.2,21.6,50.1,71.33,35.8,27.4,185.04,0
31.7,42.7,21.3,46.1,67.45,37,27,243.91,0
32.1,43.2,22.3,52.4,68.74,36.6,28.9,225.38,1
31.4,43.7,20.1,51.7,74.42,37,28.9,213.5,1
31.2,42.2,22.3,54.8,72.4,35,28.9,211.25,1
29.2,41.9,23.8,55.8,83.38,33.4,26,192.68,0
27.8,41.5,20.2,57.2,88.86,32.6,24.8,220.25,0
27.8,42.4,13,55.8,90.26,34,25.9,144.65,1
27.6,41.5,23.7,57.4,89.21,33,25,160.89,1
29.8,41.1,24.2,56.6,77.45,34.4,26.4,182.27,0
29.7,41.9,13.3,56.1,79.51,33.9,27,184.84,0
30.2,42.7,15.1,51.5,75.26,35.6,27,200.86,0
28.6,40.9,16.5,52.6,84.37,32.8,26,222.13,0
30.5,43.3,18.4,49.5,75.63,35,26,241.3,0
31,42.3,21.3,55,72.32,35.4,27.4,236.74,0
29.8,41.9,18.5,57.2,78.75,34.6,25.5,209.71,0
29.5,42.7,21,49.7,81.01,34.6,27,218.5,0
29.3,41.6,15.8,51.1,81.86,34.9,26.9,207.09,0
28.2,43.4,13.6,60.8,85.21,34.5,25,168.65,0
29.1,42,20.3,57.7,83.14,34,24.8,237,0
28,41.7,16.6,49.3,87.63,34,26,154.21,1
28.6,41.7,19,52.1,83.99,34.6,25,142.72,0
28.6,41.1,14.4,46.2,86.81,34,25.7,152.65,0
29.7,41.8,16.9,55.4,80.68,33,27,258.38,0
29.4,43.1,26.1,62.7,83.39,35,27,247.14,0
28.8,42.1,21.1,50.6,83.8,32,26.6,250.21,0
29.5,43.5,23.8,53,81.16,34,26,256.96,0
29.3,39.2,18.4,48,78.82,33.6,25.5,179.05,0
28.4,39.2,27.7,44.7,84.25,32.4,24.1,197.96,0
29.2,41.5,24.5,54.3,84.32,34.4,26,215.55,0
29.2,42.2,22.2,50.9,82,33.6,26,252.52,0
29.1,40.6,22.6,48.6,79.39,33,26,252.46,0
28,39.3,29.6,58.7,87.51,30.6,25.4,238.29,0
28.5,39.7,36.1,48.3,84.95,32,26.4,241.79,0
28.3,39.7,28.5,49.7,85.69,31.6,26.6,251.38,0
27.7,39.6,34.5,59.1,88.5,32,25.2,254.77,1
28.4,40,30.4,57.1,87.7,32.6,26,241.21,1
26.1,31.9,24.8,58.5,89.03,27.8,24.4,246.54,1
26.6,37.2,18.2,58.4,88.04,31,23,233.71,1
28.6,39.2,18.4,58,81.96,33.4,25,236.42,1
28.2,39,20,52,80.66,33,25,223.32,1
29.7,40,21.3,49.1,74.79,33.6,26,247.71,1
30,39.3,20.5,53.9,76.03,34,26,248.83,1
30.6,41.3,17.6,47.6,72.4,35,27,261.54,1
30.2,40,17.3,44.3,74.01,34,27,250.29,1
29.9,40.3,23.4,50.5,76.59,34.6,23.4,244.67,0
29.2,41.4,21.6,55.4,79.14,34.6,26.4,238.64,0
29.2,41.3,22.4,47.5,79.2,35,26.9,249.67,0
28.1,39.5,23.8,61.7,85.66,33.1,24,252.43,0
26.8,38.5,18.2,67.8,91.94,31,24,248.1,0
28.1,40.5,22.7,56.3,84.96,32,24.6,245.48,0
28.1,39.4,20,54.6,86.39,32,26,234.58,1
29,39.9,20.4,51.5,82.8,32.6,27,225.5,1
29.6,42.7,14.8,63,80.95,34,26,239.09,1
28.8,41.9,17.8,49.2,82.27,34,25.7,266.3,0
28.6,41.3,21.2,45.5,81.02,33.9,25,200.41,0
28.5,40.7,20,52.1,81.46,33.6,24,214,0
26.3,36.3,26.3,54.6,87.89,30.4,24,189.76,0
28.2,38.2,26.9,51.2,77.02,33.6,25,224.58,1
27.4,38,18.4,53.7,81.73,33,23.4,277.1,1
26.8,40.6,27.5,58.5,90.43,31.9,24,255.82,1
27.2,40.3,22,68.1,88.54,32.2,23.4,247.4,1
28.4,40.4,23.4,56.9,84.19,32.4,25,257.32,1
28.4,41.1,30.4,55.5,86.23,33.2,24.4,254.67,0
28.3,40.3,31.9,52.5,83.24,33,25.6,251.71,1
26.9,36.7,32.7,55.7,87.79,30,25,246.71,1
27.2,37.4,38.9,57.9,86.38,31,25,253.58,1
27.9,38.1,30.4,58,84.49,31.4,25,253.13,1
27.2,38.5,33.1,60.2,88.63,30.9,25.4,247.42,1
26.2,38.1,26.7,58,92.99,30.4,24,257.25,0
26.2,34.5,22.3,64.1,91.68,29,24,256.21,0
26.7,38.5,24.5,67.3,93.31,30,24,251.29,0
26.3,34.9,28.8,66.2,90.56,29,24.4,244.91,0
27.4,37.6,24.9,66.1,86.86,31,24.4,235.83,0
27.4,34.9,19.6,55.4,88.87,29,26.4,224.5,0
29,42,22.3,51.7,81.68,33.5,25.9,233.25,0
29,39.3,20.1,45.7,81.97,32.4,26,255.29,1
29.4,41.5,19.6,61.4,81.79,34.3,26,260.42,1
29.6,40.6,25.2,55.5,80.46,33.6,27,242.58,1
28.7,40.3,27.4,53.4,83.59,32.4,26,219.54,0
28.1,40.9,25.4,50.4,87.22,31.6,25.6,215.85,0
29,40,15.5,53.3,80.09,33.6,24.6,207.18,0
29.8,40.4,18.9,52.4,78.36,34.2,26,250.79,0
28.8,41.7,22.2,63,83.86,33.4,26,226.67,0
27.5,40.3,26.9,55.3,89.35,31.8,25,192.95,1
27.9,38.9,25.1,48.5,87.74,31,26,237.17,0
28.5,41.3,22.3,54.4,82.98,33.4,25.4,252.54,1
28.4,40.6,19.6,63.5,84.93,33,25,278.91,0
27.8,39.1,25.9,66.9,87.41,31.6,26,247.22,0
28,38.6,20.6,53.5,84.09,31.8,25,267.08,0
29.3,41.1,19.2,50.4,78.86,34,25.4,261.04,0
28.9,41.4,29.7,56.4,80.93,33.6,26,275.92,1
26.3,38.8,29.9,70.1,95.33,30,25,245.87,1
27.8,38.6,31.7,69,85.61,31.6,25,215.88,0
28.7,40.9,27,56.3,79.85,32.6,25,243.48,0
28,38.4,24.8,45.4,84.24,32.5,25,263.67,0
27.7,36.2,28.5,57.6,85.05,30.6,25,257.25,0
27.1,35.7,28.8,70,88.14,30,25,254.54,0
26.4,38.9,33.8,71,92.1,30.4,24,237.54,0
26.8,38.6,27.2,54.5,88.86,31.6,25,248.21,0
28.2,38.7,27.4,51.5,81.52,33,25,259.08,0
28.3,39.2,21.6,55.8,84.5,32.6,25.4,267.75,0
27.6,39.9,20.7,54.2,89.19,31,25,244.09,0
28.5,39.7,23.7,57.9,83.21,32,26,238.25,0
28.7,39.1,23.4,49.6,80.98,32.4,25.5,257.5,0
29.6,38.8,19.2,44.1,75.19,33.6,26,273.48,0
29.7,40.6,19.2,41,75.25,34,26.4,301.88,0
27.1,36.9,20,59.5,89.63,30.4,25.4,260,0
26.4,38.5,16.6,66.6,88.7,31,23.4,165.4,0
26.3,34.5,20.6,68,92.85,29,25,241.05,0
26.6,38.2,18.8,53.9,92.77,30,24.4,227.82,0
27.5,36.4,23.1,63.2,89.25,29.8,26,245.63,0
26.2,35.6,22.3,70.7,93.89,29,25,240.21,0
26.9,36,21.4,52.6,84.48,30.5,24.9,243.36,0
27.2,37.7,21.7,62.3,87.35,31,25,246.26,0
26.7,38.3,20.3,52.9,88.79,31.4,24,207.56,0
27.1,36.2,8.5,64.2,87.67,30,24.9,215.74,0
27.5,39.5,14.8,59.9,84.61,33,24,158.05,0
28.8,40,14,57.6,78.58,33,24,215.26,0
29.6,39.7,14.4,51.7,76.1,35,26,137.42,0
27.9,40.6,13.4,59.1,86.15,33.6,23.8,250.24,0
27.6,38.8,38.5,51.8,82.56,34,24,185.74,0
27.9,38.6,13.3,53.1,82.95,33.4,25,162.73,0
28.1,39.3,16.2,48.6,80.73,33.6,24,219.12,0
27.3,39.1,17.4,48.1,87.04,31.4,24.7,243.8,0
27.6,38.6,21.4,52.2,85.36,32,25,149.05,0
27.4,39.2,21.6,54.5,87.61,32,25,161.06,0
27.6,40.6,14.7,54.6,86.14,33,24,183.84,0
27.6,38.2,15.1,63.3,84.49,32.6,24,179.61,0
27.4,37.3,14.8,52.9,80.58,34,23,95.78,0
27.1,39.4,21.5,57.4,87.8,31.6,24,176.61,0
28,36.5,12.6,50.7,77.89,32.4,23.1,123.38,0
29.1,38,12.3,45.2,76.16,32.6,25,109.57,0
27.1,40,19.7,51.3,89.91,32,24,167.73,1
27.9,37,14.3,43.2,82.71,32.9,24,116.71,1
28.8,38.7,15.4,50.7,80.57,33,25,146.83,0
28.5,41.5,15.8,52.9,82.14,33,25.6,138.16,0
27.6,37,12.2,50.3,84.13,32,25,130.89,0
28.3,38.1,15.5,42.7,79.84,33.9,24,148.16,0
29.2,38.1,17.4,46.9,74.71,34,25,89.63,0
28.6,39.1,18.8,50.7,79.88,35,25,108.91,0
28.5,38.3,16.2,53.3,79.93,34,24.6,133.05,0
27.8,39.3,14,52.3,86.34,33.5,25.4,169,1
28.4,39.7,18.9,44.6,81.33,33.3,25,127.86,1
29.2,38.7,17.3,55.6,76.49,34,26,103.25,0
28.4,38.5,9.9,51.5,79.57,32.1,25,176.41,0
29.3,40,15.3,48.3,78.66,33.4,26,166.14,0
29.1,39.2,14.8,51.2,78.96,33.4,27,165.18,1
29.4,40,15.5,47.4,75.33,33.9,27,144.9,1
29,39,13.7,48.9,78.11,33,26,150.82,0
29.2,40.3,17.1,46.5,77.89,34.6,26,125.94,0
29.3,38.9,14.7,45.2,76.25,34.5,25,173.71,0
28.3,39.2,15.1,51.9,78.52,34,24.4,188.73,0
28.8,37,16.2,42,73.5,33.6,24,168.78,0
29.4,36.1,16.6,44.2,70.62,34,26,232.32,0
27.4,33.3,16.6,54.8,76.45,30,25,264.09,0
28.4,38,19.2,48.8,78.87,33,25,128.05,0
28.1,36.4,20.7,49.6,81.26,30.9,25,135.22,0
27,38.3,14,45.4,89.98,31.4,25,232.53,0
28.9,36.7,14.7,45.8,74.89,32.1,25.6,317.16,1
28.3,37.1,22.6,49,75.02,34,23,160.67,0
26.9,37.6,12.7,65.5,89.96,30.4,24.9,135.12,1
27.4,36.5,17.6,55.1,83.01,31.2,25,130.73,0
27.9,36.3,9.4,46.8,77.14,31.8,25,134,0
27,32.2,14,40.8,62.5,30.6,24,207.65,0
25.4,30.3,17.5,50.7,75.46,28,23,300.3,0
26.8,35,8.3,44.9,78.5,32,22,164.76,0
27.8,36.7,16.6,49.5,82.82,32,24.4,95.83,0
27.4,33.2,11.9,33.1,66.71,33,21.8,202.35,0
27.9,35.5,12.6,43.4,77.06,31.4,24.6,146.06,0
27.7,36.2,13,43.8,82.74,31.2,24.4,118.21,0
27.9,37.9,15.8,51.1,82.33,32,25.4,139,0
27.9,36.1,12.2,46.2,77.78,32.6,24,109.65,0
27.6,34.7,8.6,47.3,75.42,32,23.4,169.79,0
27.8,34.1,11.5,42.4,73.01,32,24,202.32,0
27.6,35.8,11.6,43.9,76.82,32,23.4,231.28,0
27.1,35.4,9.1,48,80.81,33,23,239.24,0
27.9,36.2,14.4,52.3,80.76,32.6,24,154.75,0
28.4,38,14.8,44.9,79.13,33,25,191.35,0
28.6,37.3,15.8,38.5,76.94,34,24.4,138.63,0
28.7,38.1,16.9,36,76.27,33,24.4,156.95,0
29.2,37.3,12.2,42.5,72.31,34,25.4,103.78,0
28.6,36.8,14.1,39,71.01,33.6,24.4,125.3,0
28.5,36.3,12.2,38.2,70.97,33.6,24.4,82.55,0
28.1,36,13.3,42.1,73.06,32.6,24.6,183.82,0
27,33.5,14.8,46.6,73.57,30.7,23,182.4,0
25.7,29.8,12.2,47.4,64.85,28.6,23,139.35,0
25.2,29.9,12.6,44.1,59.58,29.4,20.4,105.39,0
25.3,30.9,14.8,46.6,63.59,29.6,20,147.67,0
25.5,31.2,18.4,25.1,57.32,31,21,42.25,0
24.7,30.5,15.5,46.9,61,29.4,19.4,171.05,0
25.7,31.2,14.4,36.3,57.59,31,20.4,136.14,0
25.6,31.7,14,33.2,63.06,31.6,20,131.72,0
