Temperature,HeatIndex,WindSpeed,CloudCover,RelativeHumidity,Maximum Temperature,Minimum Temperature,Wind Direction,AQI
25.7,31.9,15.7,38.1,74.68,30.6,21,212.88,0
26,32,16.6,34.2,75.01,32,22,191.31,0
26.1,32.4,15.4,43.6,77.71,30.8,22,165.89,0
26.9,34.2,13,42.4,73.22,32.2,22.4,164.29,0
27.5,35.1,14,38.1,68.95,32.4,22,121.19,0
28.3,35.3,12.7,28.5,67.48,33.6,23.4,86.05,1
28.7,35.3,16.9,37.2,65.25,33.4,23.6,112.17,0
28.2,34.2,16.7,44.4,67.44,33.4,23.4,102.1,0
28.6,35.6,14.8,45.6,68.57,33.4,25,122.35,0
27.9,36.2,19.2,41.4,74.44,32,24.4,153.39,1
27.2,35.7,15.5,41.9,78.88,31.9,24,158.15,0
27.5,36.1,18.1,39.6,73.23,33,23,136.25,0
27.5,35.1,17.6,36,73.74,32.6,23.4,195.5,0
27.7,35.1,15.8,34.1,70.5,32.6,23,174.3,0
27.9,35.1,18.2,35.7,65.67,33.4,23.4,128.48,0
27.2,34.9,17.6,33.8,70.26,32,22,200.22,0
27.2,33.7,14.8,48.5,76.01,31,24.4,184.6,0
27,33,13,39.5,72.58,32.6,23.6,153.45,0
26.2,31.8,12.2,46.5,73.04,31,23,269.89,0
26.6,33.5,16.6,25.5,74.02,32,21.6,215.47,1
28.6,33.9,18.4,30.8,57.55,34.5,22,73.05,1
28.8,36.4,16.2,35.1,61.25,35.1,23,94.13,0
28.5,34.9,12.8,32.6,63.69,34,23.6,138.1,0
27.7,33.8,13,37.5,68.38,33,23.6,125.55,0
27.2,33,11.9,24.6,67.15,32.5,22.6,186.53,0
27.9,34.2,13,34.7,66.63,33.4,23,128.91,0
29.4,36.2,14,44.1,62.88,34.6,24,111.45,0
28.8,37,13.4,42.7,71.23,34.6,25,103.9,1
28.4,36.6,18.8,30.9,67.07,34.8,23.6,122.24,0
28.7,35.7,15.8,28,63.51,34,23.6,134.39,0
27.9,34.7,14.8,40.4,74.8,32,24,224.2,0
27.4,35.1,17.3,51.7,77.17,31.8,24.4,187.82,0
27.6,33.3,16.9,30.8,65.92,34,23,112.75,0
27,33.1,20.2,24.3,63.8,33.6,23,203.72,0
27.5,33.4,18.4,24.2,61.94,34,21.6,106,0
28.1,34.5,14.8,36.4,67.43,34,22.6,146,0
28.2,34.9,18.4,38.5,68.02,34,24.3,115.14,0
27.2,34.4,18.4,38.9,71.5,31.9,23.6,173.85,0
27.8,34.7,19.6,32,65.65,33.6,23,117.33,1
28.4,35.7,17.6,28,62.9,34,23,157.68,0
29.4,36,19.2,30.5,57.37,35.4,25,122.87,0
28.9,36.3,16.9,35.5,60.65,33.8,24,119.61,0
29,34.7,17.3,42.4,51.86,34,25,125.29,0
28.4,34,18.8,28.9,55.54,34.6,23,119.05,0
28.1,35.2,21.3,32.3,67.6,33.4,24.6,143.39,0
27.8,35.1,17.6,36.4,73.24,33.4,24,143.86,0
27.4,34.2,21.2,42.7,74.27,32,24.9,143.5,0
27.2,33.7,18.4,45.9,72.53,32,24,143.96,0
27.4,35.5,18.8,45.9,73,32.6,23.9,137.42,1
27.7,34.6,16.6,48.6,71.03,33,24,201.65,1
26.9,33.1,15.5,50.2,69.1,31,23,141.55,1
27.2,32.3,15.4,49,59.04,31.4,24,145.82,0
26.5,32,13.1,35.8,64,31.6,22,174.43,1
27,32.1,19.2,36.1,60.94,33,21.4,103.59,0
27.6,32.9,23.4,31.6,60.13,34.6,22,114.09,0
27.6,33.2,17.6,30.3,57.42,33.6,22,117.73,0
27,31.6,17.6,23.7,50.31,32,22.2,130.5,1
27.7,32.6,17.6,14.9,56.71,34.4,22.6,109.45,1
27.8,34.9,15.8,39.1,63.12,34.4,22,156.05,1
28.5,33.4,15.1,51.5,54.52,31.8,25,53.55,1
27.8,33,13,45.6,54.91,32.9,23,135.64,1
29,36.5,23.4,43.4,60.22,34.9,23,116.46,0
29.6,36.3,23.4,35.2,58.09,34.9,26,121.58,1
29,38,20.9,30,68.07,35.2,25.6,140.48,1
27.8,35.3,16.6,46.2,73.57,32.1,25,153.75,1
28.2,35.1,20.9,41.3,69.02,32.4,24.9,154.58,1
28.8,38,17.3,47.2,71.33,34.6,24,160.13,1
28.7,38.1,18.5,58.2,74.3,36,24.4,95.33,1
28.2,33.9,15.8,52.8,66.17,33,25,124.05,1
27.9,34,19.2,31.1,56.49,35,22,94.5,1
28.2,34.3,16.4,40.4,60.75,34,22.6,218.16,1
29,35.1,19.2,36.8,51.8,34.7,23.5,75.61,0
28.2,33.8,17.3,25.1,51.54,34.6,22,59.5,0
28,33.7,18.9,26.7,50.23,34.6,23,71.65,1
28.1,33.5,16.6,33.8,51.31,34.6,22.1,81.95,1
28.4,33.7,18.4,33.6,57.12,33.9,23,178.53,0
29.1,36.6,20.9,35.5,58.57,35.2,24,96.35,1
29.1,34.9,23.1,34.3,53.98,34.9,24,115.83,1
28.5,34.5,19.6,24.3,53.26,35,23.4,187.52,0
28.8,35.6,18.3,38,57.66,34.3,24.6,117.87,0
29.4,36.5,18.9,41.1,59.92,34.8,25.6,126.96,0
29.5,37,24.5,39.5,60.66,35,25.9,131,0
29.2,35.7,21.3,39.2,58.29,35,25.6,113.35,0
28.9,36,21.6,39.6,62.06,34,25.9,132.96,0
29.1,35.4,22,41.4,61.71,34,25.9,137.08,1
28.7,35.2,15.8,42.3,62.99,34.1,26,132.79,1
28.6,36.5,19.5,31.1,69.37,34.2,25.5,145.35,1
29.4,38.8,15.1,39.3,71.18,34.4,26,207.75,1
29.6,40.6,16.6,49.5,77,34.6,27,186.48,1
29.8,40.1,18.2,56.5,75.73,35,27,156.27,1
29.2,38.1,20,48.8,71.15,33,26.9,146.25,1
30.1,37.7,19.6,36.2,58.76,36,26,137.88,0
29.4,38.3,19.9,40.3,68.12,34.4,25.6,153.09,1
29.4,37.2,20.1,45.4,65.8,34,26.9,139.63,1
30.4,37.9,21.9,28.5,56.26,36.4,26.4,137.75,1
30.1,37.5,20.5,31.6,56.53,36.6,25.6,112.78,1
30.1,37.2,17.4,38.3,57.41,35.9,26.4,127.79,0
29.6,36.5,20,35,64.81,34.9,26,143.79,0
29.6,36.4,19.2,40.5,64.42,34.6,26.9,146.88,0
29.4,35,22,31.3,60.49,34.3,26,144.42,0
29.3,36.9,20.7,44.3,68.22,34.8,26,139.33,0
29.2,37.3,18.9,47.9,69.14,34,26,142.83,1
29.3,36.5,21.6,41.6,68.15,34,26.9,145.88,1
29.1,35.7,18.2,31.7,65.45,34,26,140.42,1
29.7,38.3,22.3,41.8,68.02,34.8,26.9,136.88,0
29.7,37.3,22.6,31.6,66.87,34.4,26.9,140.38,1
29.3,37.5,18.4,45,69.69,34,26,145.29,1
29.2,37,14.8,48.1,69.28,33,26.9,155.57,1
29.8,37.2,19.2,32.4,65.16,35.2,27,145.71,1
30,38.5,16.2,46.7,69.65,35,26.9,147.58,0
30.2,39,18,58.3,69.62,35.4,27,150.77,0
30.5,40.6,20.5,40.6,68.78,35,27.4,147.04,0
30.6,38.4,22.3,42.6,62.36,35.6,27,136.42,0
31,38.4,22.9,29.9,58.4,36.7,27.5,134.17,0
30.9,40,21.6,33.7,62.49,35.8,27.4,127.71,0
31.3,37.5,125.83,27.4,56.03,37.6,27,37.1,1
30.5,37.7,139.54,43.3,64.75,35,27.4,,0
30,37.8,150.38,41.2,67.08,33.6,27.9,,0
29.7,40.3,142,65.3,73.15,34.2,27.4,,0
29.6,40.1,110.54,64.1,74.81,34.9,26.4,,1
29.3,39,124.65,48.5,75.82,34.5,26.9,,0
29.7,38.1,140.13,43.1,71.37,33,27,,0
29.8,39.4,134.09,47.9,73.75,33.9,27.9,,0
28.2,35.4,148.67,59.3,81.21,31,26,,0
28.7,36.8,138.83,57.9,78.01,34.4,26,46.4,0
29,38.9,205.2,56.4,73.7,34.2,25,,0
30,37.7,128.96,45.2,65.39,34.6,26,,0
30.1,39.6,138.58,41.5,68.57,34.8,27,,0
30,39.6,129.96,42,71.02,35,26,,0
30.5,41.3,155.33,41.2,70.54,35.3,27.4,,0
30.7,41.4,143.7,38.4,69.04,35.6,27.9,,0
30.8,41.3,138.41,37.7,68.75,36.4,27,,0
30.9,39.8,143.52,52.4,71.54,34.9,27,,0
31.9,42,137.29,51,64.44,37,28.9,33.5,0
30.5,40.6,145.27,44.8,67.84,36.7,28,,1
29.1,39.1,160.65,45.7,73.44,36.6,26,46.4,0
28.5,40.1,189.16,50.6,77.61,35,25,,0
28.8,38.3,201.4,48.4,75.4,35,25,,0
29.6,39.5,178.6,51.8,70.67,36,25.6,,0
30.8,37.9,113.75,47.4,58.55,36.4,26,,1
31.1,39.4,132.09,40,59.23,36.3,26.6,,0
30.8,38.5,131.13,34.5,61.39,36.2,27,,1
30.5,38.3,146.17,46.7,65.41,34.4,28,,0
30.9,41.6,142.38,50.2,69.74,35.2,27.6,,0
30.9,40.7,148.59,47.6,71.29,34.9,28.4,,1
31.3,42.2,187.32,58.7,69.58,36.4,29,,0
31.5,39.9,162.54,56.2,67.16,36,29,,1
31.5,41.3,147.75,49.6,69.02,35.4,28.8,,1
31.5,41.4,171.64,55.7,70.1,36,29,,1
31.9,42.4,162.04,56.7,67.81,36.6,28.9,,1
31.8,41.2,158.52,53.5,66.96,36.3,29,,1
31.9,40.3,156.13,61.7,64.22,35.6,29.9,,0
31.9,40.7,148.9,53.1,64.28,36.6,28.9,,0
31.7,43.2,141.65,44.4,66.99,36.6,28.9,,0
31.9,40.8,123.82,51.8,65.65,37,29,,0
31.5,41.2,145.65,49.6,69.19,36,29,,0
30.6,41.9,173.64,57.2,75.87,35.6,25.4,,0
31.1,40.6,189.29,47.5,68.69,35.6,29,,1
31.8,40.8,213.55,49.8,68.04,36.6,28.4,,0
30.5,41.8,216.83,55.7,73.14,37.2,26.4,72.4,1
28.9,43.1,193.8,55.3,84.97,33,27,,1
31,42.4,210.9,51.9,73.23,36,26.4,,0
30.7,43.3,199.09,53.8,76.89,35.6,28.4,,0
29.7,41.2,222.7,54.3,81.4,33,27.1,,0
29.9,41.1,257.95,54.6,75.67,34.9,26.6,,0
28.5,40.6,163.11,52.7,85.81,35,26,,0
31.1,44,207.19,44.8,72.71,36,26,,1
30,41.8,241.35,52.4,76.64,35.4,24.4,,1
29,43.2,192.39,63.5,84.52,34,27,,0
29.3,41.3,165.63,56.7,82.36,34.4,26.3,,0
28,40.6,178.3,52.7,88.43,34,25.2,33.5,0
29.4,41.7,132.64,43.7,80.4,33.4,26,,0
29.6,43.3,188.05,60.1,77,35,24.4,37.1,0
27.5,40,173.88,55.8,84.34,33,24,,0
28.4,39.4,194.5,50.9,82.76,34.6,25.9,,0
27.7,39.2,239,54,87.83,33,25,,0
28.4,39.4,211.75,51.7,82.59,33.5,25,,1
28.5,39.7,247.52,50.9,83.64,32,26,,1
30.1,40.2,213.42,47.3,74.36,35.4,26.6,,0
30.7,41.3,255.67,46.6,73.26,35,26,,0
29.7,40.1,222.55,52.7,77.35,34,24.8,,1
27.4,39.5,209.1,63.7,88.91,32,25,,1
28.8,40.1,227.26,60.3,81.41,32.3,25,,1
29.7,39.5,261.58,49.8,76.59,33.6,25,,1
28.4,42.3,244.61,59.9,83.67,35,25,53.6,0
26.9,39.7,210.5,60.3,91.82,31.4,25.4,,0
27.5,39.2,195.47,59,89.23,32.6,25,,0
28.1,40.6,202.67,61,86.7,33.4,24,68.4,0
27.7,40.1,182.9,48.8,88.18,33.9,25,,0
30,40.8,230.26,44.8,74.74,34.5,26,,0
29.8,40,260.25,54,78.12,34,27,,0
29.7,41.5,181.95,64.8,78.26,34.1,26,,1
27.4,40.9,241.5,61.5,89.46,32.2,25.5,,1
28.9,39.5,180.8,54.5,79.68,34,25,,1
30.2,41.3,253.47,58,73.79,35,26,,1
29.2,41.4,236.53,53.3,78.46,34.5,24.6,,1
26.9,39.3,221.2,57.1,91.38,31.1,25,,0
28,39.1,214.32,55.5,82.94,33.5,25,,0
28.8,39.8,221.18,57,78.26,33,25,,0
27.4,38.4,216.43,63.5,86.33,32,25,,0
26,37.4,195.62,62.5,91.79,30,24.4,57.6,1
26.9,39.1,187.77,57,89.66,31,25,,0
27.7,38.6,200.59,51.5,85.09,32,25,63,0
28,39.2,244.92,56.7,82.18,32.4,24.4,,1
27.1,35.2,220.88,58.4,85.94,29.4,25,,1
28.7,37.7,276,47.8,75.09,32.2,26,,1
28,39.3,222.35,54.9,84.87,32.6,24.8,31.7,1
28,37.6,159.33,50.4,85.97,30,26,,1
29.6,40,160.68,54.1,78.57,33,27,,1
27,38,162.89,50.8,89.52,31.4,23.6,33.5,0
29.1,39.8,248.86,45.4,77.13,34,24.4,,0
29,39.4,238.14,50.9,80.15,33.4,27,,0
29.3,39.9,194.65,58.5,78.56,33.9,26,,0
28.5,38.8,254.79,57.1,80.06,33.6,25.1,,1
27.3,39.1,200.78,58.9,89.67,31.6,25,,1
29.5,41.4,236,51,77.87,35.4,24.6,,1
28.6,39.2,203.2,54.2,81.3,32.4,24,,1
29.6,40,201.42,48.2,79.13,32.6,27.9,,1
30,40.7,190.17,50.6,75.52,34.1,26,,1
28.2,38.6,227.39,47.2,84.15,31.8,26,,1
29.4,40.6,193.68,49.1,79.95,34,25,,1
28.1,39.6,188.82,63.3,87.22,32.3,24.8,,1
28.1,39.4,167.95,51.8,84.12,31.6,25,,1
29.8,40.6,158.5,51,76.26,34,25.6,,1
28,39.1,212.6,60,83.25,33.2,23.4,46.4,1
26.9,39.1,174.95,59.2,88.52,33,24.4,,0
28.6,40,162.5,55.6,81.62,33,25,,0
29,38.7,226.57,47.6,80.46,32.6,26,,1
30,39.8,206.94,49.8,75.25,34.3,26.1,,0
29,39.9,193.82,49,81.71,32.6,25.6,,0
28.6,42.3,239.81,59,80.16,34,24,,1
29,40.6,295.18,47.8,79.68,33,25,,1
28.5,40.3,263.42,60.6,84.31,32.9,24.4,,0
27.2,38.8,242.29,76.9,88.02,31,26,48.2,0
25.7,34.5,230.38,72.8,93.28,29,24.9,,0
26.3,32.7,240.29,60.5,92.04,28,24,,0
28.2,39.7,247.29,54.5,82.49,32.5,26,,0
27.2,40.6,268.41,56,87.43,32.6,23,46.4,0
26.5,37.7,270.08,67.5,89.95,31,23.1,,0
27.2,37.9,293.23,63,84.79,32,24,,0
27.1,37.1,265.26,59.8,90.7,31,25.2,,0
26.9,39,236.57,49,88.99,32.4,25,42.5,0
27.1,37.7,237.14,52.7,87.76,31,24,55.4,0
29.7,40.1,250.63,51.1,76.65,33.3,26.9,,0
27.9,39.1,221.68,60,88.33,31.3,26,,0
27.1,37.7,199.53,55.6,90.68,31,25.4,,0
27.6,39.7,205.25,56.2,84.91,32.4,24.9,,0
27.4,39.2,255.77,49.6,84.44,32,24,,0
28.7,39.2,279.38,50.3,79.18,34,25,,0
28.8,39.6,230.17,47.3,78.67,33,25,,0
29.2,40.4,278.39,59.2,76.76,33.9,26,,1
27.7,40.1,258.88,65.7,85.96,32.1,25,,1
28.3,39.1,223.05,57.5,80.52,33,25,,0
29.7,41.6,253.91,49.2,75.59,34,26.4,,0
29.6,39.8,229.54,52.1,77.37,34,27,,0
29.6,40,228.13,47.8,76.1,34,27.4,,0
28.9,40.6,245.06,55.7,80.71,33.6,26,,0
30.2,41.9,235.74,50.8,76.88,35,26.1,,0
30.4,42.6,251.25,54.2,77.06,35,27,,0
30.5,40.6,253.75,46,74.29,34,27,,0
30.2,41.5,248.71,49.7,75.49,34.6,27,,0
29.9,42.2,239.46,51.6,78.97,34,27,51.8,0
29,42.1,228.18,52.2,80.37,34.1,26.9,,0
28.7,41.7,222.92,50.3,79.81,34.8,26,,0
27.5,39.6,159.45,55.5,89.04,31.9,25,,0
28.6,41.1,228.26,65.2,83.92,34,25,,0
29.4,40.6,255.05,60.6,79.19,33.1,25.4,,0
29.1,41.5,203.59,56.5,81.23,34,25,,0
28.5,39.7,226.6,55.2,83.87,32.6,25.4,50,0
28.4,41.3,243.05,60,84.97,34.2,24.6,,0
28.6,40.6,238.36,43.2,81.36,34,24.1,,0
29.4,40.6,250.05,42.7,81.52,33,26,,0
28.7,40.7,251.95,51.9,84.7,33.4,27,,0
28.3,40,230.27,56.9,85.22,33.6,24.8,59.4,0
28.1,40.6,238.6,59.7,86.47,32.6,25,,0
28.5,41.5,255.64,58.2,84.02,34,25.6,,0
26.7,39.1,222.47,64.6,91.34,32,25,33.5,0
26.3,36.7,250.05,59.1,93.73,29.6,24.4,,0
27.4,37,256.13,59.3,84.93,31,24.4,,0
28.5,38.7,269,55.3,81.17,32.6,25,,0
28,40,268.79,56.9,84.21,33,25,,0
27.1,38,234.25,77,91.5,30.4,25,,1
25.3,37.4,177.7,68.1,95.4,30,23,,0
26.9,38.3,203.8,64.7,89.07,32,24,50,0
27.9,40.9,211.06,61,88.6,33.1,24.4,,0
28.3,40,187.83,57,86,33.5,25,,0
27,38.3,204.2,55.2,87.56,32,24,,0
27.6,40.9,197.5,52.3,87.82,33.4,25,,0
28,41.5,206.91,48.8,86.74,32.6,24,48.2,0
27.3,39.1,264.55,58.6,89.03,31,24.2,,0
26.6,39.1,240.23,66.6,93.33,31,24.9,,0
27.2,38.1,201.3,64.5,88.06,30.6,25,,0
27.1,38.8,269.35,53.4,89.43,30.4,25,,0
28.1,40.5,269.91,52.2,86.05,32.4,25,,0
28.6,41.2,290.71,52.4,84.02,33,25.4,,0
27.8,41.8,225.61,61.6,92.92,32.3,26,,0
28.1,40.9,253.95,56.1,87.58,32.6,25.1,,0
28.3,39.6,252.73,60.7,84.74,32.6,25,,0
26.4,38.4,265.68,59.8,93.1,31,24.9,,0
27.4,37.4,300.3,61.8,90.97,30,25,,0
26.1,33,276.32,62.5,98.19,27.6,25,,0
27.3,38.5,194.42,80.4,89.06,31.5,25,,0
26.4,36.8,173.35,79.6,97.4,29,25.6,,0
26.6,38.7,249,83.6,94.59,30.4,25,,0
26.4,35.5,258.65,87.1,96.7,28.4,25,,0
27,37.7,282.54,80.3,90.04,31,25,,0
26.7,36.2,270.5,83.3,90.95,30,25,,0
25.8,31.2,226.09,77.3,98.03,27,25,,0
26.5,37.1,262.63,77.1,94.35,30.6,25,,0
25.7,33.5,245.54,97,96.84,28,25,59.4,0
26.1,35.7,229.08,94.7,93.4,30,24.9,,0
26.3,34.5,223.19,97.8,92.65,29,23.4,,0
28,36.8,266.71,80.1,85.56,31,25,,0
28.2,39,281.25,69.3,83.2,32,25,,0
27.9,39.1,230,79,86.92,31,26,,0
29,39,252.63,64.5,76.69,33.4,25.4,,0
28.2,35.3,259.74,71.5,75.89,31.6,25.9,,0
28.1,35.6,230.04,66.8,75.26,32.6,26,,0
27.7,35.5,248.14,67.5,80.79,31,25,,0
28,35.9,281.04,50.7,74.16,32.1,25,,0
27.5,34.4,316.13,73.8,75.42,30.6,25,,0
27.1,32.7,284.09,99.6,76.23,29,26,,0
27.3,37.5,215.21,87.4,81.41,32.6,25,,0
28.2,38.6,204.71,61.1,78.38,33.4,24.4,,0
27.6,40.6,274.86,70.6,86.17,32.6,23.4,,0
28.2,39.2,279.57,73.7,84.15,32.4,25,,0
27.8,35.6,262.8,51.8,78.8,31.6,25,,0
28.6,35.6,205.35,47.9,75.45,33,25,,0
28,36.9,235.36,65.2,81.1,31.6,26,,0
28.7,37.7,272.56,53,77.14,33.6,25,,0
27.8,35.1,226.64,67.5,80.69,30,26,,0
28.4,37.4,114.14,53.1,77.79,32.4,25,,0
28.3,36.6,248.52,65.9,71.05,32.3,25,,0
27,33.7,144.59,73.8,71.13,31,23,,0
26.4,31.1,323.63,82.6,72.85,29,24.6,,1
25.5,34.1,216.05,78,84.67,29.6,22,,1
27.1,37.7,182.14,58.9,84.29,33.4,23.4,,0
27.5,36.5,271.23,57.6,81.03,31,24,,0
28,36.1,268.43,41.1,65.89,33,23,,0
28.3,37.9,173.57,51.3,72.55,32.6,25,,0
28.1,39,138.56,58.8,79.03,34.2,24.9,51.8,0
29,38.7,163.72,56.4,75.96,34,24.6,,0
28.4,38.5,157.81,51.2,79.92,33,25,,0
28.6,40,138.05,52.7,79.4,33,26,,0
28.7,39.4,112.9,63.3,77.96,32.2,26,,0
27.7,38.8,169.78,62,86.14,32,25,,0
27.8,39.5,178.68,54.9,82.24,33.6,24,,0
27.8,39.3,237.84,51.3,85.57,33.4,25,,0
28,34.8,135.37,48.9,73.42,32.6,24,,0
28.3,35.8,83.84,61.2,72.09,33,25,,0
28.5,34.5,149.76,70,70.49,32.3,26,,0
28.3,35.4,133.5,64.6,72.16,33.1,25,,0
28.2,36.9,62.52,60.8,70.74,32.8,23.4,,0
26.8,33.6,105.3,82.6,86.29,29,25,,0
27.2,35.5,102,72.7,81.9,31.4,24.1,,0
27.7,35.9,141.19,70.2,80.73,31,25,,0
28.2,35.9,98.96,56.6,73.61,32.9,24,,0
27.5,33.5,98.17,40.5,60.22,33,22.4,,0
26.8,31.8,51.71,32.6,53.81,32,22,,0
26.7,33.2,199.43,28,65.4,32,21.5,,0
27.7,34.8,162,38.3,64.86,33,22.4,,0
27.3,33.7,97.82,60.6,68.93,30.6,24,,0
27.4,34.1,49.65,49.5,65.2,32,23,,0
27.6,33.2,125.46,68.4,63.25,30.9,25,,0
27,35.6,157.86,75.3,79.17,31.4,25,,0
27.2,36.8,245.72,80.7,88.1,30.6,24,,1
27.9,39.2,159.53,63,87.36,32,26,,1
27.4,36.2,248.24,67.8,87.05,30,25,,1
28.2,39.2,118.1,62.2,81.5,33.6,25,,1
28,38.2,161.82,54.2,84.36,33,25,,1
28,36.1,107,52.6,76.65,33,24,,1
28.5,35.8,183.59,55.2,70.64,33,25,,0
28.1,35.3,51.05,62.6,68,31.6,24,,0
27.4,33.3,42.67,59.9,66.5,31,24.4,,0
25.8,30.4,155.17,62.5,65.41,29.5,23,,0
26.2,31.8,99.29,62.5,58.39,31,22,,0
25.5,28.9,299.42,77.3,64.29,28,22.9,,0
25.4,33.9,290.83,88.9,81.06,30.5,23,38.9,0
27.5,36.8,167.3,62.4,83.25,32.5,23.9,37.1,0
27.7,35.8,121.96,56.1,78.67,32,23.4,,0
28.1,35.9,172,56.5,76.61,33.6,24,,0
27.9,37.4,230,51.5,78.68,33.6,24,,0
27.6,35.1,242.43,47.7,75.42,32.2,24,,0
28.1,34.9,219.05,62.4,75.07,32.9,24.9,,0
27.2,31.1,84.63,77.5,64.6,30,25,,0
26.4,29.2,83,67.7,53.66,29,24,,0
25.3,29,23.79,76.5,57.09,28.6,23,,0
25.9,30.8,154,67.8,60.12,29.8,22,,0
27,33.1,189.55,50.1,68.54,30.4,23.4,,0
27.8,33.9,97.39,62.2,69.17,32.2,24.5,,1
27.4,33.7,122.67,67.8,72.82,30.4,24.5,,0
27.9,34.2,86,71.4,68.82,30.5,24.6,,0
28.1,33.7,136.86,57,68.8,32,25.2,,0
27.6,34.8,187.65,58.2,71.9,31.4,24.6,,0
27,31.6,104.64,41.8,60.32,30.4,24,,0
26,30.5,243.27,41.3,66.37,29,22.5,,1
26.3,31.2,201.67,44.6,61.12,30.4,22.5,,0
25,28.7,134.5,34.6,54.55,29,21.3,,0
23.5,27.6,254.91,42.4,63.61,27.2,19.8,,0
24.4,28.9,214.04,45.4,71.79,27.9,19.9,,0
25.4,29.4,128.1,40,68.22,28.8,21.9,,0
25.9,30.9,155.5,34,70.57,29.7,22.1,35.3,0
26.3,30.1,56.29,36.6,59.34,30.6,23,40.7,1
25.5,29.5,72.17,41.6,53.37,29.6,21.2,25.9,1
24,28,258.61,44,63.33,27.6,21,,0
26.6,31.4,233.95,37.5,66.25,30.6,23.1,,0
27.2,32.1,223.13,49.2,73.11,30.7,24.5,,0
26.2,31.8,207.38,78.2,83.27,28.8,24.6,,0
27,33.9,158.61,73,76.32,30.5,24.1,,0
26.9,33.2,166.64,58.3,74.18,30.6,24,,0
26.9,33.8,153.91,51.8,76.33,30.6,23.9,,0
27.9,34.6,124.75,47.8,67.7,31,25,,0
27.6,33.7,131.5,38.7,69.45,31.2,24.5,,0
27,34.3,126.14,49.1,71.4,30.5,24.1,,0
26.9,30.9,113.82,36.8,57.74,31.3,23.5,,0
26.1,30.6,218.48,41.2,64.26,29.6,22.5,,1
27.1,31.9,200.17,58.3,66.39,30.7,24,,1
27,33.3,183.22,38.6,69.65,30.5,24,,1
26.7,31.3,175.54,34.8,64.19,30.5,23.4,,0
26.5,31.1,251.61,38.7,67,30,23.5,,1
27.4,32.1,229.57,45.3,62.32,31.2,22.9,,0
27.5,33.4,253.38,54.4,70.5,30.6,25.1,,0
27.5,33,234.22,65.7,69.76,30.6,24,,1
27.2,34.2,243.13,63.7,76.3,30.6,25.2,,1
26.2,32.8,169.48,71.2,84.09,29,24.3,,0
28.1,34.5,184.7,50.8,69.89,32.8,24.9,,0
28.1,34.5,202.39,60.6,72.56,31,25.5,,0
26.2,32.6,172.5,63.5,82.79,29,25,,1
26.4,32.3,179.09,57.5,74.85,31,24,,1
25.3,30.3,150.06,51.2,76.69,28.8,23,,1
25.5,31.4,150.48,55.8,73.42,30.1,22.5,,1
24.9,29.9,152.17,56.5,76.48,28.2,22,,0
25.5,30.1,138.92,40.1,71.96,29,22.6,,0
26.4,30.3,132.83,28.6,63.27,30.2,22.6,,0
26.2,30.2,265.95,37.8,59.88,30,22.1,,0
27.3,32.2,162.65,31.8,52.13,33,23,,0
26.7,31.3,117.43,25,55.07,33,22,,0
26.1,31.9,174.77,30.3,63.93,32,21.9,,0
25.8,30.4,164.58,40,68.35,29.4,22.9,,0
26.2,31.7,174.5,36.7,69.87,30.1,22.6,,0
26.6,32.2,183.5,47.8,72.19,29.7,24,,0
27.1,33.4,190.04,44.1,72.99,30.4,24.2,,0
27.7,35,170.05,41.8,75.67,30.8,25,,0
28,36.9,156.78,46.3,74.15,31.9,25.1,,0
28.5,36.2,132.67,43.4,69.5,32.8,25,,0
29,38.4,140.92,30.4,69.11,34.1,25.6,,0
28.6,36.4,136.71,32.1,71.05,32.2,25.6,,0
28.9,35.7,133.04,46.9,65.78,33.6,25.6,,0
29.2,35,123.88,32.4,60.21,33.3,25.6,,0
28.6,32.9,134.33,24.5,57.95,33.1,24.6,,0
28.8,34.3,137.08,26,60.59,33.2,25.1,,0
28.8,37.7,142.91,27.1,65.82,35,25,,0
29.2,35.3,111.83,36,58.61,35,25,,0
29.1,36.3,105.13,51.3,61.58,35,25,,1
29.2,36.5,134.44,40.1,60.49,34.9,25,,1
29.5,36.1,113.57,34.2,60.08,35,25,,1
29.9,35.7,129.56,41.7,53.08,35,26,,1
29.5,36.1,152.84,40.9,55.81,35,26,,0
28.3,35.7,199.9,30.2,66.44,35,24.1,,0
